ID	G85432	G85433	G85434	G85435	G85436	G85437	G85438	G85439	G85440	G85441	G85442	G85443	G85444	G85445	G85446	G85447	G85448	G85449	G85450	G85451	G85452	G85453	G85454	G85455	G85456	G85457	G85458	G85459	G85460	G85461	G85462	G85463	G85464	G85465	G85466	G85467	G85468	G85469	G85470	G85471	G85472	G85473	G85474	G85475	G85476	G85477	G85478	G85479	G85480	G85481	G85482	G85483	G85484	G85485	G85486	G85487	G85488	G85489	G90607
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185	2.12606	0.0	0.0	0.34978	2.51543	0.04223	1.13537	1.03783	0.0	0.0	0.07776	0.0	0.0	0.71677	0.0	0.0	0.0	0.1796	0.22418	1.55837	0.08889	0.4498	0.09202	0.06059	0.0	1.37606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11288	3.38741	0.0	0.0	0.41803	0.0	0.04371	0.0	0.0	0.0	0.0	0.0	0.0	0.014	1.84316	0.0	0.22198	0.02922	1.2407	2.76403	0.64691	0.0	1.93878	0.09397	0.0	0.02605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.01332	0.0	0.0	0.0	0.00475	0.24545	0.0	0.0	0.0	0.00719	0.06056	0.0	0.19437	0.1586	0.11045	0.0	0.01298	0.0784	0.0	0.42322	0.0	0.0	0.0	0.00372	0.0	0.03829	0.0	0.02541	0.01918	0.1188	0.00454	0.0	0.0	0.03508	0.07284	0.04549	0.18081	0.03024	1.77734	0.08739	0.34056	0.00369	0.0	0.0	0.0	0.0	0.0	0.02047	0.0	0.0	0.0	0.91226	0.0	0.0	0.0	0.04867	0.05227	0.07952	0.00846
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975	0.01332	0.0	0.0	0.0	0.00475	0.24545	0.0	0.0	0.0	0.00719	0.06056	0.0	0.19437	0.1586	0.11045	0.0	0.01298	0.0784	0.0	0.42322	0.0	0.0	0.0	0.00372	0.0	0.03829	0.0	0.02541	0.01918	0.1188	0.00454	0.0	0.0	0.03508	0.07284	0.04549	0.18081	0.03024	1.77734	0.08739	0.34056	0.00369	0.0	0.0	0.0	0.0	0.0	0.02047	0.0	0.0	0.0	0.91226	0.0	0.0	0.0	0.04867	0.05227	0.07952	0.00846
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.0134	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0048	0.03564	0.0	0.0	0.15478	0.0	0.0	0.01014	0.01162	0.0	0.0423	0.0	0.0	0.0	0.00064	0.0	0.0107	0.0	0.0	0.0	0.0	0.13213	0.0	0.05022	0.0	0.0	0.0006	0.0	0.07066	0.0	0.07484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13769	0.32752	0.0	0.0	0.8932	0.08554	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0.0134	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0048	0.03564	0.0	0.0	0.15478	0.0	0.0	0.01014	0.01162	0.0	0.0423	0.0	0.0	0.0	0.00064	0.0	0.0107	0.0	0.0	0.0	0.0	0.13213	0.0	0.05022	0.0	0.0	0.0006	0.0	0.07066	0.0	0.07484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13769	0.32752	0.0	0.0	0.8932	0.08554	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	4.70496	0.0	1.71515	10.67196	3.39179	0.0	7.33582	0.21467	0.66377	0.77297	3.65049	0.0	0.0	0.34796	1.49424	0.0	0.0	0.61328	8.10681	9.48596	0.0	2.45241	0.02789	0.0	0.0	0.49705	0.0	0.0	0.32475	2.55947	6.253	4.17282	2.16083	0.99201	1.40023	0.0	2.66448	0.0	12.99353	1.16793	7.48438	0.30473	0.0	0.0	0.0	33.04045	0.0	0.21568	0.0	0.40406	4.3749	1.15128	0.0	5.34194	0.0	0.28993	0.79133	0.0	0.62628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified	4.70496	0.0	1.71515	10.67196	3.39179	0.0	7.33582	0.21467	0.66377	0.77297	3.65049	0.0	0.0	0.34796	1.49424	0.0	0.0	0.61328	8.10681	9.48596	0.0	2.45241	0.02789	0.0	0.0	0.49705	0.0	0.0	0.32475	2.55947	6.253	4.17282	2.16083	0.99201	1.40023	0.0	2.66448	0.0	12.99353	1.16793	7.48438	0.30473	0.0	0.0	0.0	33.04045	0.0	0.21568	0.0	0.40406	4.3749	1.15128	0.0	5.34194	0.0	0.28993	0.79133	0.0	0.62628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	12.67908	0.0	0.0	0.0	18.42146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162	0.07285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08894
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	4.2995	0.0	0.0	0.0	7.3104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162	0.07285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08894
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__GCF_000210635	8.37957	0.0	0.0	0.0	11.11106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0479	0.0	0.07524	0.0	0.0	0.0	0.20534	0.06552	0.0	0.03251	0.0	0.0	0.00802	0.0	0.0	0.0	0.0	0.03584	0.0	0.00179	0.0	0.0	0.0	0.04807	0.02249	0.00827	0.02078	0.0	0.14906	0.0	0.01095	0.0	0.0	0.0	0.0	1.16099	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31|t__Eubacterium_sp_3_1_31_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0479	0.0	0.07524	0.0	0.0	0.0	0.20534	0.06552	0.0	0.03251	0.0	0.0	0.00802	0.0	0.0	0.0	0.0	0.03584	0.0	0.00179	0.0	0.0	0.0	0.04807	0.02249	0.00827	0.02078	0.0	0.14906	0.0	0.01095	0.0	0.0	0.0	0.0	1.16099	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.0	0.0	0.13267	0.0	0.0	0.0033	0.0	0.0	0.0	0.21382	0.15268	0.0	0.24197	0.00493	0.0	1.35398	0.0	0.12615	0.0	0.0	0.26129	0.0	0.0	0.19827	0.0	0.0	0.0	0.0	0.30494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12892	0.0	0.0	0.0494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13538	0.0	0.0	0.0	0.09484	0.01986	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885	0.0	0.0	0.13267	0.0	0.0	0.0033	0.0	0.0	0.0	0.21382	0.15268	0.0	0.24197	0.00493	0.0	1.35398	0.0	0.12615	0.0	0.0	0.26129	0.0	0.0	0.19827	0.0	0.0	0.0	0.0	0.30494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12892	0.0	0.0	0.0494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13538	0.0	0.0	0.0	0.09484	0.01986	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	24.24129	0.0	2.65538	7.63498	9.0587	0.70754	31.07979	0.31023	0.47326	1.42961	2.17063	68.61545	5.14572	8.89149	4.78247	0.4939	1.27934	0.83495	4.97007	9.79224	1.30001	6.56188	7.99807	1.02476	10.953	3.8904	0.96076	1.1284	0.93916	2.85726	1.59629	0.52487	0.71765	2.36742	8.31713	2.51097	3.13008	1.31473	11.68839	1.8589	3.70462	7.14771	1.23699	1.21955	0.67916	4.58441	1.4454	8.76517	3.05408	5.56074	1.53495	12.61651	4.44348	2.76985	3.14053	13.72801	0.91571	18.35914	2.57753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.00052	0.0	0.0	0.0	0.0	0.08266	0.0	0.0	0.0	0.08173	0.09854	0.0049	0.02249	0.22252	0.42886	0.056	0.01056	0.0	0.456	0.10956	0.0	0.0	0.07708	0.00786	0.0	0.0	0.0	0.0	0.0	0.00479	0.10336	0.00166	0.07873	0.00597	0.02155	0.0	0.0	0.00744	0.39564	0.01554	0.10904	0.01627	0.02319	0.0	0.00518	0.0	0.0	0.00316	0.08172	0.0	0.0	0.29635	0.0	0.0	0.01514	0.02614	0.01265	0.27884	0.13276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03431	0.0	0.00594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16503	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03431	0.0	0.00594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16503	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.00052	0.0	0.0	0.0	0.0	0.08266	0.0	0.0	0.0	0.08173	0.09854	0.0	0.02249	0.22252	0.42886	0.056	0.0	0.0	0.00162	0.10956	0.0	0.0	0.07708	0.00786	0.0	0.0	0.0	0.0	0.0	0.00479	0.10336	0.00166	0.07873	0.00597	0.02155	0.0	0.0	0.00744	0.36133	0.01554	0.1031	0.01627	0.02319	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.29635	0.0	0.0	0.01514	0.02614	0.01265	0.0	0.13276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	0.00052	0.0	0.0	0.0	0.0	0.08266	0.0	0.0	0.0	0.08173	0.09854	0.0	0.02249	0.22252	0.42886	0.056	0.0	0.0	0.00162	0.10956	0.0	0.0	0.07708	0.00786	0.0	0.0	0.0	0.0	0.0	0.00479	0.10336	0.00166	0.07873	0.00597	0.02155	0.0	0.0	0.00744	0.36133	0.01554	0.1031	0.01627	0.02319	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.29635	0.0	0.0	0.01514	0.02614	0.01265	0.0	0.13276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.01056	0.0	0.45438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11381	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.61677	0.0	1.03326	2.08553	0.26289	0.24035	1.10289	0.0	0.11278	0.11804	0.18885	0.10122	0.40673	0.46	1.93399	0.05074	0.26146	0.13616	0.56542	2.2867	0.29744	1.65559	5.08313	0.49929	7.93823	0.22078	0.80615	0.60054	0.12886	0.17407	0.39638	0.07737	0.28402	0.39353	1.81337	1.14066	0.87436	0.35361	2.9566	0.44985	0.35561	4.42969	0.88865	0.0	0.25165	1.0626	1.18695	1.33473	0.26691	0.05379	0.1554	2.62226	1.188	0.08541	2.64955	3.90166	0.22461	2.22947	0.7388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.08345	0.0	0.0	0.0	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02143	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.08345	0.0	0.0	0.0	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02143	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05463	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.0	0.03517	0.01935	0.0	0.0	0.0	0.01112	0.0	0.0	0.0	0.0	0.0	0.0	0.08976	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0.0	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05463	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.0	0.03517	0.01935	0.0	0.0	0.0	0.01112	0.0	0.0	0.0	0.0	0.0	0.0	0.08976	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.00301	0.0	0.76238	1.97223	0.00329	0.00609	0.0	0.0	0.0	0.00778	0.03537	0.0	0.06501	0.28235	0.5309	0.0	0.17824	0.0	0.0	2.07017	0.0	0.00403	2.56957	0.19717	7.7266	0.0	0.37669	0.0014	0.10754	0.0306	0.07629	0.0666	0.01488	0.06954	0.45505	0.22042	0.46702	0.0	0.59592	0.0	0.0464	0.04402	0.49686	0.0	0.12186	0.87645	0.96805	0.34983	0.24069	0.0	0.0	0.0	0.0	0.0	1.07717	0.35407	0.0	1.90055	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.00301	0.0	0.76238	1.97223	0.00329	0.00609	0.0	0.0	0.0	0.00778	0.03537	0.0	0.06501	0.28235	0.5309	0.0	0.17824	0.0	0.0	2.07017	0.0	0.00403	2.56957	0.19717	7.7266	0.0	0.37669	0.0014	0.10754	0.0306	0.07629	0.0666	0.01488	0.06954	0.45505	0.22042	0.46702	0.0	0.59592	0.0	0.0464	0.04402	0.49686	0.0	0.12186	0.87645	0.96805	0.34983	0.24069	0.0	0.0	0.0	0.0	0.0	1.07717	0.35407	0.0	1.90055	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.04936	0.0	0.04334	0.0	0.1073	0.07387	0.12991	0.0	0.0087	0.05339	0.05397	0.0	0.12846	0.11031	0.10139	0.03611	0.03018	0.07828	0.40905	0.06807	0.07841	0.21256	0.03458	0.08606	0.0	0.18347	0.0	0.28649	0.0085	0.05015	0.0417	0.00186	0.00742	0.21712	1.01381	0.03929	0.05643	0.21176	1.19956	0.1143	0.19576	0.21829	0.00094	0.0	0.0	0.0	0.0	0.66684	0.0	0.0	0.02816	0.69163	0.19989	0.01131	0.29474	0.88227	0.13011	0.00523	0.07358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.04936	0.0	0.04334	0.0	0.1073	0.07387	0.12991	0.0	0.0087	0.05339	0.05397	0.0	0.12846	0.11031	0.10139	0.03611	0.03018	0.07828	0.40905	0.06807	0.07841	0.21256	0.03458	0.08606	0.0	0.18347	0.0	0.28649	0.0085	0.05015	0.0417	0.00186	0.00742	0.21712	1.01381	0.03929	0.05643	0.21176	1.19956	0.1143	0.19576	0.21829	0.00094	0.0	0.0	0.0	0.0	0.66684	0.0	0.0	0.02816	0.69163	0.19989	0.01131	0.29474	0.88227	0.13011	0.00523	0.07358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.56439	0.0	0.22722	0.10486	0.1523	0.16039	0.97299	0.0	0.10407	0.05687	0.09951	0.10122	0.21326	0.06734	1.29813	0.01463	0.05304	0.05788	0.15637	0.14846	0.21903	1.35556	2.42435	0.21607	0.21164	0.03732	0.42947	0.29087	0.01282	0.09332	0.2784	0.00891	0.26172	0.0717	0.32516	0.88096	0.35091	0.14185	1.15	0.33555	0.11346	4.16739	0.38073	0.0	0.1298	0.09639	0.2189	0.30712	0.02622	0.05379	0.12724	1.93063	0.98811	0.0741	1.25621	2.66531	0.0945	0.32082	0.66522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.56439	0.0	0.22722	0.10486	0.1523	0.16039	0.97299	0.0	0.10407	0.05687	0.09951	0.10122	0.21326	0.06734	1.29813	0.01463	0.05304	0.05788	0.15637	0.14846	0.21903	1.35556	2.42435	0.21607	0.21164	0.03732	0.42947	0.29087	0.01282	0.09332	0.2784	0.00891	0.26172	0.0717	0.32516	0.88096	0.35091	0.14185	1.15	0.33555	0.11346	4.16739	0.38073	0.0	0.1298	0.09639	0.2189	0.30712	0.02622	0.05379	0.12724	1.93063	0.98811	0.0741	1.25621	2.66531	0.0945	0.32082	0.66522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum|t__GCF_000178835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	6.21318	0.0	0.0	0.0588	0.7618	0.0	0.46083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19892	0.17236	0.45795	0.15153	0.0	0.52618	0.0	0.0	0.0	0.74153	0.0	0.16142	0.08011	0.08206	0.0	0.0	0.0	0.0	0.0	0.56013	0.11248	0.34523	3.97352	0.09157	1.82999	0.13798	0.0	0.0	0.0	0.0	0.24508	0.0	0.0	0.0102	0.18572	0.30489	0.0	0.15594	0.1238	1.83775	0.11272	0.0	0.14079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.00888	0.0	0.0	0.0588	0.00041	0.0	0.04956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10691	0.15153	0.0	0.10941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09684	0.0	0.01989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06905	0.0	0.05338
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.00888	0.0	0.0	0.0588	0.00041	0.0	0.04956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10691	0.15153	0.0	0.10941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09684	0.0	0.01989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06905	0.0	0.05338
